id	qid1	qid2	question1	question2	is_duplicate
284	5460	2797	si su pedido muestra ' pedido cancelado ' , significa	he cancelado el pedido y se muestra en espera de cancelación	0
285	11118	5922	trato el reembolso y devuelvo el producto .	quiero enviar un producto a china	0
286	9301	12354	quiero comprar varios artículos de un vendedor , pero después de comprar más que el sistema me cobra por el envío , el vendedor ajustará el precio , pero mi sistema no me permite hacerlo porque no puedo ordenar el artículo y pagarlo más tarde .	¿ puedo comprar NUMs productos de diferentes vendedores en el mismo envío ?	0
287	1179	1138	quiero cancelar el pedido	deseo cancelar mi pedido pero la opción de cancelar pedido ya no está disponible	0
288	9105	7317	no recibí mi reembolso todavía	no he recibido mi artículo .	0
289	8367	8081	cómo abrir disputa para pedidos completados	¿ cómo abrir una disputa si mi orden ha sido completada ?	1
290	5812	11109	mi sistema va directamente a pagar	no puedo pagar mi pedido con mi tarjeta .	0
291	11635	9458	hola , todavía no estoy rastreando un paquete para uno de mis pedidos	he enviado dinero a una cuenta bancaria citibank n. a. singapore branch .	0
292	8364	1548	quiero quejarme	¿ cómo presento una queja ?	1
293	10381	4084	estoy pidiendo combinar órdenes de pago	¿ cuándo recibiré mis pedidos ?	0
294	7527	13440	abrí una disputa y el vendedor me está acechando	el vendedor me dijo que podía reabrir la disputa	0
295	12670	5852	¿ puedes decirme cuándo se entregarán mis pedidos ?	mi orden ha sido cancelada ¿ puedes decirme porque ?	0
296	12070	4436	no puedo ver el orden en mi auto	no puedo ver el orden que pagué	1
297	10238	10978	voy a visitar china	¿ por qué no puedo elegir china ?	0
298	215	9752	no guardar tarjeta	¿ cómo puedo salvar a los vendedores ?	0
299	4623	3783	¿ cómo puedo cambiar mi contraseña si ya no tengo acceso a ese correo electrónico ?	quiero cambiar mi dirección de correo electrónico porque la anterior fue pirateada , ¿ cómo puedo hacer ?	0
300	12880	8847	cómo agregar los puntos de recompensa	¿ cómo agrego artículos al carrito de compras ?	0
301	7693	2408	solo tengo un cajero automático para mi pago , por favor déjame saber la solución	traté de hacer el pago con tarjeta , pero no me dejó	0
302	9846	6933	quiero cambiar mi contraseña	no pude cambiar mi contraseña .	0
303	2056	52	no se ha podido cargar la imagen en la disputa	no puedo cargar el archivo adjunto	1
304	3009	10011	cómo agregar evidencia a disputa ?	¿ cómo presento evidencia para respaldar mi reclamo ?	1
305	8001	10753	¿ cómo voy a la atención al cliente ?	¿ cómo cuidar mi bolso ?	0
306	11156	10592	eres capaz de ayudarme ?	usted no me puede ayudar	0
307	7143	3994	¡ hola !	quiero limpiar todo mi pedido	1
308	5103	10785	sí , pero el vendedor no responde	el vendedor no me responde	1
309	929	8779	hola , ¿ dónde puedo cambiar mi dirección de envío ?	mi mensajero cambia la dirección de envío	0
310	1203	11028	quiero apelar tu juicio .	quiero hacer un pago por sus artículos .	0
311	302	3593	me pregunto cuándo recibí mi pedido	¿ cuándo recibiré mi pedido ?	1
312	6511	5227	alrededor de un mes más o menos me pidieron que proporcionara documentos de validación .	quiero follarte	0
313	138	3529	¿ es cierto que tengo que cancelar la disputa antes de que puedan procesar un reembolso ?	¿ cómo puedo contactarme con el vendedor antes de la compra ?	0
314	12665	9826	mi disputa ha terminado , y ahora se acabó , ¿ y ahora ?	¿ dónde está mi artículo ahora ?	0
315	7724	7557	usted es una computadora ?	hace esto automáticamente la respuesta de la computadora	1
316	12375	7503	quería saber si usar otra tarjeta de crédito en la misma cuenta traerá problemas para realizar pagos	¿ puedo hacer pagos con tarjeta de crédito ?	0
317	3542	2795	"así que , respóndeme "" ! """	entonces nadie me ayuda	0
318	3004	5477	"un enlace debe abrirse en mi navegador pero está roto y no hace nada a pesar de que la pequeña "" mano "" aparece al pasar el cursor sobre"	¿ por qué no ocurre nada cuando haces clic en el botón ?	0
319	8409	5442	puedo vender ?	solo necesito un artículo , pero el proveedor lo vende en lote	0
320	4867	7199	¿ puedo llamar al servicio al cliente ?	¿ puede el servicio al cliente llamarme ?	1
321	13409	12006	quieres saber cómo agregar detalles del pasaporte	¿ cómo sabes el precio ?	0
322	7838	8162	mira por mí	¿ miras noticias ?	0
323	5235	5380	por favor , alguien que sepa español , me resulta difícil escribir y traducir y luego traducir lo que me escribe	necesito hablar con alguien por favor	0
324	2494	3082	cómo editar la cuenta	¿ cómo edito la disputa escalada ?	0
325	2166	1230	es menos de NUMs 	el monto de mi reembolso es menor	0
326	1631	4767	¿ cómo puedo pagar mi compra ?	¿ cómo puedo obtener mi historial de compras ?	0
327	6511	5339	alrededor de un mes más o menos me pidieron que proporcionara documentos de validación .	pagué mi pedido y me piden que lo vuelva a pagar , ¿ qué debo hacer ?	0
328	11252	1872	¿ dónde puedo encontrar el icono de ideal ?	¿ puedo pagar con ideal ?	1
329	2696	2977	dios mío , ¿ sigo perdiendo la conversación ?	sigo tratando de pagar , pero lo rechaza	0
330	4726	9193	hola , necesito tu ayuda me gustaría abrir una disputa , pero el pedido ha finalizado y han transcurrido más de NUMs días desde la confirmación del recibo , por lo que no es posible abrir una disputa .	no puedo abrir una disputa .	1
331	5266	6044	¿ cómo puedo poner la tienda en la lista negra ?	quiero saber si este vestido se puede hacer en negro y rojo	0
332	8867	907	mi orden dice que los corrales de tinta no están disponibles , ya pagué	ya pagué mi orde , pero el estado del pedido no ha cambiado	0
333	972	12154	no , no puedo pedir nada	no pedí nada .	0
334	231	8072	hice una compra .	me gustaría un catálogo de los artículos para comprar en su sitio web	0
335	7424	9555	el vendedor no respondió	he hecho una oferta pero no he recibido ninguna respuesta de los proveedores .	1
336	10141	1876	cómo verificar la protección del comprador	¿ cómo pago de manera segura sin la protección del comprador ?	0
337	11922	7283	mis contactos están bien	está bien , no hay problema	0
338	2028	1268	estado de reembolso sin resolver	¿ por qué el estado muestra nulo ?	0
339	4336	7469	debido a que mi orden nunca se detiene , siempre se paga de forma instantánea	mis artículos nunca llegaron	1
340	8198	5164	quiero saber el estado de mi pago de reembolso	quiero saber si puedo hacer mi pago con american express	0
341	7174	1572	¿ puedo hablar contigo en francés ?	¿ habla usted francés ?	1
342	3452	9444	¿ dónde encuentro configuraciones para administrar tarjetas de pago ?	¿ cómo realizo un pago con NUMs tarjetas de crédito ?	0
343	9161	9432	hacer un pedido ?	¿ por qué no puedo hacer un pedido ?	0
344	9558	10592	hola .	usted no me puede ayudar	0
345	11856	641	soy un problema con mi orden	tengo un problema al pedir un producto .	0
346	957	9577	¿ dónde está el cupón ?	¿ dónde están ubicados ?	0
347	10785	7585	el vendedor no me responde	el vendedor no me respondió sobre el reembolso , ¿ qué puedo hacer ?	0
348	10842	1494	podrías rastrear el estado de la orden	¿ puedes ayudarme a rastrear mi pedido ?	0
349	5082	4129	llené el formulario de apelación pero no puedo enviarlo	¿ cómo puedo desconectar mi cuenta ?	0
350	2266	9348	qué estás haciendo	¿ que estas haciendo ahora ?	1
351	7936	10495	he cancelado por error mi pedido después de realizado el pago .	¿ cuándo recibiré mi reembolso después de que se cancela la orden ?	0
352	11838	5822	agregar videos en disputa	¿ cómo agregar videos en mi disputa ?	1
353	8984	7182	devoluciones y reembolsos	¿ cómo recibo reembolsos si mi tarjeta de crédito se cambia ?	0
354	12248	3205	cómo eliminar mi tarjeta	¿ cómo borro mi cuenta ?	0
355	4502	8084	el botón de servicio en línea no está activado	¿ es este chat en línea ?	0
356	3722	7722	¿ cómo intercambiar puntos por cupón ?	¿ cómo cambio el artículo por el tamaño correcto ?	0
357	4415	8245	mi pedido es muy tarde y el vendedor no responde mis mensajes	¿ dónde están mis mensajes ?	0
358	3227	11810	disputa abierta pero el vendedor se niega a devolver	el vendedor se niega a enviar mi pedido	0
359	6841	13085	¿ tienes una solución para eso ?	¿ tienes dropshipping ?	0
360	5204	3464	¿ cómo extiendo la protección del comprador ?	¿ tienes protección del comprador ?	0
361	5466	9055	tengo una pregunta sobre nuevo mini usb negro wifi adaptador pocket red enrutador inalámbrico NUMs nd soft ap portable	tengo una pregunta para ti	0
362	10422	4898	no puedo pagar con mi mastercard .	¿ cómo pago con una tarjeta maestra ?	0
363	4494	6602	cómo usar la transferencia bancaria ?	¿ cómo pago con transferencia bancaria ?	1
364	2285	4828	subir video evidencia	no puedo subir archivos adjuntos .	0
365	1999	5128	póngase en contacto con su distribuidor en su nombre yvone lee	el nombre de su cuenta o contraseña es incorrecta	0
366	12325	10963	con respecto a mi orden	hice el pago , pero no recibí ningún correo electrónico con respecto al pago .	0
367	8288	7957	cancelar orden después del pago cuando recibo un reembolso ?	después de que el proveedor acordó cancelar el pedido , ¿ cuánto tiempo me tomará obtener el reembolso completo ?	1
368	11167	13601	¿ puede hablar en español ?	puedes hablar	1
369	7687	13404	no puedo encontrarlo	¿ bien .	0
370	12009	35	no pago porque	no lo sé	0
371	9613	1078	cuando abro una disputa , dice order empty	¿ cómo abro la disputa con una orden finalizada ?	0
372	8417	232	páginas de lista de pedidos	¿ qué es una lista de deseos ?	0
373	4547	6913	hubo un problema con un pedido que recibí , así que envié a la tienda NUMs mensajes sobre el problema que comenzaron el jueves pasado .	tengo un problema con esta orden	0
374	12916	909	reclamo posterior a la venta	¿ puedo vender cosas ?	1
375	7694	5343	"¿ por qué sigues publicándome ? """	necesito saber cuándo mi pedido me fue entregado	0
376	12038	3156	escalar el juicio de ae	¿ cómo puedo escalar una disputa ?	1
377	11678	7140	cómo usar paypal	¿ por qué no puedo usar paypal ?	1
378	5571	8149	quiero ser vendedor	quiero hablar con el vendedor	0
379	9537	527	detalles de la tarjeta de crédito	¿ funcionará la tarjeta de crédito visa master ?	0
380	874	2915	aun no ha sido enviado	si mi pedido fue enviado ?	0
381	12619	11260	buenas noches tuve un problema con mi tarjeta de crédito y se devolvió el dinero que estaba en la autorización .	he devuelto mi artículo	0
382	1728	10641	yo uso facturas .	usan skype ?	0
383	8671	6449	por qué el dinero no está regresando	¿ por qué no tengo mi dinero hasta ahora ?	0
384	9075	3894	creo que ordené dos veces .	creo que es tu culpa	0
385	7695	1369	lo que es confirmar los bienes recibidos	"no encuentro el botón confirmar pedido recibido """	0
386	1341	5362	pero quiero responder a los diez mejores artículos por favor díganme necesito los diez artículos que se vendieron en NUMs ir al infierno	quiero reordenar algunos artículos .	0
387	9720	6938	cómo dejar comentarios	¿ cómo doy retroalimentación ?	1
388	9855	1331	agregando una tarjeta de crédito	tipos de tarjetas de crédito compatibles	0
389	5416	3860	problema no resuelto	tengo una disputa y no se soluciona	0
390	13452	4106	abrí una orden y el producto se acabó	ya abrí una disputa	1
391	6926	12858	no puedo comprar mi orden	no puedo presentar pruebas a mi caso	0
392	7041	1759	¿ cómo cambio la contraseña ?	¿ cómo cambio los comentarios ?	0
393	6803	2848	cómo encontrar la tienda del vendedor	¿ cómo puedo encontrar una tienda ?	1
394	11087	951	no puedo iniciar sesión , olvidé mi contraseña y no puedo encontrar el código de verificación en mi correo electrónico , intenté algunos vínculos ya	traté de hacer un pago móvil , pero no recibí el código de verificación .	0
395	330	10011	¿ cómo agrego evidencia ?	¿ cómo presento evidencia para respaldar mi reclamo ?	1
396	5422	4802	no sé dónde encontrar mi código de barras	no lo sé .	0
397	9014	12086	yo presioné .	erróneamente presioné la orden de los botones se finalizó	1
398	10954	12468	¿ por qué mi paquete está bloqueando el país original ?	el paquete que pedí dice que fue entregado a otro país	0
399	4888	640	si el producto de mi pedido se coloca en europa , y quiero llegar a finlandia .	tendré que pagar impuestos	1
400	11449	8022	necesito contacto con una persona real	y hablo con una persona real	1
401	9228	2470	cómo enviar imágenes	cómo enviar prueba de identidad	0
402	8232	7793	siempre reembolsando el progreso	el vendedor siempre está fuera de línea y no está respondiendo mis mensajes	0
403	8680	12598	¿ entendiste mi problema ?	eva entendiste mi pregunta	1
404	4348	2711	cómo dejar comentarios en la tienda del vendedor	¿ cómo puedo dejar una mala calificación para el vendedor ?	1
405	13396	33	¡ acabo de leer que has rechazado mi apelación !	he abierto una disputa para mi pedido , pero el proveedor ha rechazado la solicitud de reembolso	0
406	5424	10559	eva , no he recibido información de envío y seguimiento en mi pedido .	tengo algunas preguntas	0
407	9361	12363	no puedo pagar mi artículo	no puedo pagar mi pedido	1
408	993	7570	por qué no puedo subir fotos en mi disputa	¿ por qué no puedo subir fotos ?	1
409	2379	6790	hola !	me cobraron dos veces .	1
410	6667	10081	¿ debo solicitar un producto de alemania entregado en finlandia ?	¿ pagaré impuestos sobre mi compra ?	1
411	1947	9783	añadir comentarios adicionales	por favor agregue una factura .	0
412	2853	7894	¿ cómo informo a un vendedor de fraude ?	¿ cómo informo abuso a comentarios ?	0
413	248	9741	todavía no escucho nada sobre el contacto mij que tenemos antes	qué sucede en mi disputa ya que todavía no tengo reembolso	0
414	10842	12628	podrías rastrear el estado de la orden	¿ podrías llamar ?	0
415	3577	7354	¿ cómo cancelo el pedido ?	¿ cómo cancelo mi pedido ?	1
416	12191	10228	estoy tratando de comprar un artículo con un cupón de descuento de $ NUMs , pero cuando voy a pagarlo , digo que no tengo ningún cupón aunque hice clic en el cupón mutiple time	estoy tratando de hacer un pedido , pero cuando hago clic en comprar ahora , no pasa nada	0
